cupper_points,aroma,flavor,aftertaste,acidity,sweetness,species,country_of_origin,variety,processing_method,color,altitude,unit
7.08,7,7.17,6.83,7.17,8,Arabica,Honduras,Pacas,Washed / Wet,Green,1350,m
6.92,7.08,7.08,6.92,7.08,8,Arabica,Mexico,Typica,Washed / Wet,NA,1200,m
7.33,8,7.33,7.75,7.33,6.67,Arabica,Colombia,NA,Natural / Dry,Bluish-Green,NA,m
6.92,6.92,6.92,6.92,7.5,9.33,Arabica,United States (Hawaii),Hawaiian Kona,Natural / Dry,Green,NA,ft
6.42,6.92,6.75,7.08,7.17,8.67,Arabica,Haiti,NA,NA,NA,1020,m
6.25,6.33,6.5,6.33,6.83,10,Arabica,Costa Rica,Caturra,Washed / Wet,Green,1200,m
6.58,6.92,6.92,6.92,6.92,10,Arabica,Mexico,Mundo Novo,Washed / Wet,Green,800,m
6.42,6.5,6.67,6.42,7.17,10,Arabica,Mexico,Bourbon,Washed / Wet,Green,1800,m
6.75,6.92,7,6.83,6.92,10,Arabica,Mexico,Typica,Washed / Wet,Green,1000,m
6.67,7,7,6.83,7,10,Arabica,Brazil,NA,Natural / Dry,Green,NA,m
6.33,6.67,6.5,6.17,6.67,8,Arabica,Honduras,Catuai,Washed / Wet,Green,1450,m
6.5,7,6.17,6.17,6.67,8,Arabica,Honduras,Catuai,Washed / Wet,Green,1450,m
6.33,7,6.33,6.17,6.5,8,Arabica,Honduras,Catuai,Washed / Wet,Green,1450,m
6.75,7.08,6.83,6.25,7.42,10,Arabica,Mexico,Bourbon,Washed / Wet,None,900,m
6.42,6.75,6.58,6.42,6.67,6,Arabica,Haiti,Typica,Natural / Dry,Blue-Green,350,m
6.17,7.25,6.58,6.33,6.25,6,Arabica,Nicaragua,Caturra,Other,Green,1100,m
6.67,7.5,6.67,6.67,7.67,1.33,Arabica,Guatemala,Catuai,Washed / Wet,Green,1417.32,ft
0,0,0,0,0,0,Arabica,Honduras,Caturra,NA,Green,1400,m
8,7.83,8.08,7.75,7.92,8,Robusta,Uganda,NA,NA,Green,1488,m
8,8,7.75,7.92,8,8,Robusta,India,NA,Washed / Wet,NA,3170,m
8,7.92,7.83,7.92,8,7.83,Robusta,India,NA,NA,Green,1000,m
8.08,8,7.92,7.92,7.75,7.75,Robusta,Uganda,NA,NA,Green,1212,m
7.67,8.33,7.83,7.83,7.75,7.58,Robusta,Uganda,NA,NA,Green,1250,m
7.75,8,7.92,7.67,8,7.75,Robusta,India,NA,NA,Green,3000,m
7.83,7.67,7.75,7.83,7.83,8,Robusta,India,NA,NA,Green,750,m
7.92,7.67,7.75,7.83,7.67,7.92,Robusta,India,NA,Washed / Wet,Bluish-Green,3140,m
7.92,7.67,7.75,7.58,7.83,7.92,Robusta,India,Other,Washed / Wet,Green,1000,m
7.83,7.67,7.83,7.83,7.83,7.75,Robusta,Uganda,NA,NA,Green,1100,m
7.83,7.58,7.92,7.75,7.83,7.67,Robusta,Uganda,NA,NA,Green,1095,m
7.75,7.67,7.83,7.75,7.5,7.75,Robusta,India,Other,Natural / Dry,Green,1000,m
8.33,7.58,7.58,7.67,7.58,7.5,Robusta,India,NA,NA,Green,750,m
7.67,8,7.75,7.75,7.58,7.58,Robusta,Uganda,NA,NA,Green,1367,m
7.75,8,7.67,7.75,7.5,7.58,Robusta,Uganda,NA,NA,Green,1488,m
7.83,7.75,7.75,7.67,7.67,7.58,Robusta,India,NA,NA,Green,1000,m
7.83,7.5,7.5,7.25,7.83,7.83,Robusta,India,NA,Natural / Dry,Blue-Green,750,m
7.58,7.33,7.58,7.5,7.75,7.75,Robusta,Uganda,NA,NA,Green,1600,m
7.42,7.83,7.58,7.33,7.67,7.75,Robusta,Uganda,NA,NA,Green,1745,m
7.5,7.75,7.42,7.33,7.58,7.67,Robusta,Uganda,NA,NA,Green,1200,m
7.5,7.67,7.67,7.5,7.33,7.42,Robusta,India,NA,NA,Bluish-Green,750,m
7.58,7.58,7.42,7.42,7.83,7.42,Robusta,India,NA,Natural / Dry,Green,750,m
7.33,7.92,7.5,7.42,7.42,7.58,Robusta,United States,Arusha,Natural / Dry,Green,3000,m
7.83,7.75,7.58,7.33,7.58,7.75,Robusta,Ecuador,NA,NA,Blue-Green,NA,m
8.58,7.5,7.67,7.75,7.75,8.42,Robusta,Ecuador,NA,NA,Blue-Green,40,m
7.17,7.33,7.33,7.17,7.42,7.42,Robusta,United States,NA,Natural / Dry,NA,795,m
6.92,7.42,6.83,6.75,7.17,7.08,Robusta,India,NA,Natural / Dry,Green,NA,m
7.92,6.75,6.67,6.5,6.83,6.67,Robusta,Vietnam,NA,Natural / Dry,None,NA,m
